"kingdom","phylum","class","order","family","genus","species","feature_id","rank_clean","PCoA1","PCoA2","p_value","z_value","clFDR","clFDR_rank","avgFDR_at_rank"
"k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Enterobacter",NA,"OTU_45","Enterobacter",0.385410667716506,-0.268279462232604,0.576937769350294,-0.557863248164577,0.0420911645308085,15,0.0311067774582249
"k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__unclassified Sphingobacteriales","g__unclassified Sphingobacteriales",NA,"OTU_1144","unclassified Sphingobacteriales",-0.659251969994921,-0.243979012797156,0.510357848868694,-0.658280588604383,0.0439130390108261,17,0.0325305148989686
"k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Eubacteriaceae","g__Anaerofustis",NA,"OTU_784","Anaerofustis",-0.0475047522038101,0.0542661819762401,0.243037765851448,-1.16742751248376,0.0472541335086846,20,0.0345397692955814
"k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__unclassified Prevotellaceae",NA,"OTU_842","unclassified Prevotellaceae",-0.788971638848328,-0.292723978398387,0.510357848868694,-0.658280588604383,0.060241513238717,30,0.041253171291085
"k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Neisseriales","f__Neisseriaceae","g__Eikenella",NA,"OTU_1101","Eikenella",0.457200673207905,-0.302990737152034,0.243037765851448,-1.16742751248376,0.0617719682185876,31,0.0419150679661657
"k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Catenibacterium",NA,"OTU_188","Catenibacterium",0.0999974681821695,0.346992215545336,0.0612694034876252,-1.87154626498916,0.0628144353423534,32,0.0425681731966716
"k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Eubacterium",NA,"OTU_124","Eubacterium",0.102650205095543,0.365870464797753,0.159148665986001,-1.40794057870108,0.0640825407278104,34,0.0437972931279326
"k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Bulleidia",NA,"OTU_463","Bulleidia",0.0868203900346031,0.235796060471152,0.042813464594979,-2.02552518956886,0.0641076002029461,35,0.0443775876157901
"k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Papillibacter",NA,"OTU_649","Papillibacter",-0.229893888304216,0.0275586635029508,0.172495855113239,-1.36422788309123,0.0647069561943993,36,0.0449422922985293
"k__Bacteria","p__Tenericutes","c__Mollicutes","o__Anaeroplasmatales","f__Anaeroplasmataceae","g__Anaeroplasma",NA,"OTU_1127","Anaeroplasma",0.0982584585111028,0.328743347418716,0.172495855113239,-1.36422788309123,0.0650033584543349,37,0.0454844832757132
"k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__unclassified Rikenellaceae",NA,"OTU_10","unclassified Rikenellaceae",-0.820570026082174,-0.306714837611177,0.67198262382055,-0.423428542558118,0.0660404516252585,38,0.0460254298112276
"k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__unclassified Enterococcaceae",NA,"OTU_1416","unclassified Enterococcaceae",0.0849146548786297,0.213207231771663,0.0820873968796232,-1.73870084757938,0.0664761911787541,39,0.0465498083078308
"k__Bacteria","p__Tenericutes","c__RF3","o__ML615J-28","f__unclassified ML615J-28","g__unclassified ML615J-28",NA,"OTU_179","unclassified ML615J-28",0.0880222026571596,0.245392123162553,0.172495855113239,-1.36422788309123,0.0672067834420816,40,0.0470662326861871
"k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Anaerorhabdus",NA,"OTU_599","Anaerorhabdus",0.0864377251738202,0.233719942364501,0.172495855113239,-1.36422788309123,0.0681473222238689,41,0.0475804056017403
"k__Bacteria","p__Tenericutes","c__Mollicutes","o__Acholeplasmatales","f__Acholeplasmataceae","g__'Solanum",NA,"OTU_704","'Solanum",-0.0853923831608457,0.0580274851613009,0.346209601161952,-0.941966871658227,0.069356047644657,42,0.0480988732694288
"k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Leuconostocaceae","g__unclassified Leuconostocaceae",NA,"OTU_398","unclassified Leuconostocaceae",0.0968342158956234,0.307089989012427,0.172495855113239,-1.36422788309123,0.0696476453887895,44,0.0490728487429954
"k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Sarcina",NA,"OTU_446","Sarcina",-0.0852795454653394,0.0564961943885175,0.346209601161952,-0.941966871658227,0.0698675356758508,45,0.0495349528970588
"k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Tissierellaceae","g__Parvimonas",NA,"OTU_422","Parvimonas",-0.0801839149845137,0.0285806779953753,0.243037765851448,-1.16742751248376,0.0702186521900228,46,0.0499845985338624
"k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Odoribacter",NA,"OTU_59","Odoribacter",-0.786214421710595,-0.286096262492511,0.745740455209407,-0.324260984301053,0.0705159765804067,47,0.0504214363646399
"k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__RFN20",NA,"OTU_296","RFN20",0.112911646655273,0.454083771146058,0.243037765851448,-1.16742751248376,0.0708615859732923,48,0.0508472728148202
"k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Subdoligranulum",NA,"OTU_70","Subdoligranulum",-0.274703208937103,0.0815389594261218,0.204324772384109,-1.26932612483507,0.0750199996510671,49,0.051340593770662
"k__Bacteria","p__Synergistetes","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Synergistes",NA,"OTU_732","Synergistes",0.177697427639899,0.00498082445814193,0.243037765851448,-1.16742751248376,0.0758141665643442,51,0.0522971490569948
"k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__human",NA,"OTU_779","human",-0.808119922536193,-0.303949787846252,0.833760385684245,-0.209881212783265,0.0773267267459853,52,0.0527784870894754
"k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Aggregatibacter",NA,"OTU_269","Aggregatibacter",0.450387370902174,-0.296579278957495,0.219332072233894,-1.22830612590374,0.0792569130439201,53,0.0532780800320121
"k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Sporobacter",NA,"OTU_1341","Sporobacter",-0.206196794745749,-0.0029812325386096,0.243037765851448,-1.16742751248376,0.0805373172899509,56,0.0547112871533185
